filename,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zero_crossing_rate_mean,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,genre
blues.00010.au,0.30926263332366943,1404.2951022009058,1485.7258635254136,2666.944662213602,0.06735109121229699,161.4990234375,-199.10650634765625,139.38282775878906,-31.261417388916016,28.903520584106445,-15.892097473144531,6.258376598358154,-11.269325256347656,8.45833683013916,-4.707657337188721,0.9565758109092712,-2.6935513019561768,3.014071226119995,-3.306016206741333,-0.2472953051328659,-0.2845003008842468,-2.1643009185791016,1.8877074718475342,-0.7889916896820068,-0.4813147783279419,-3.1913368701934814,blues
blues.00011.au,0.369745135307312,1362.1671718510927,1790.3957702333444,2897.3399434454755,0.04353406866299304,161.4990234375,-318.614013671875,124.2709732055664,5.127492427825928,32.96244812011719,3.950289011001587,13.7591552734375,-4.36419153213501,11.87161922454834,2.2842609882354736,7.660416126251221,-3.8638997077941895,-1.380218267440796,-5.808335781097412,-5.248081207275391,-2.2121849060058594,-3.991297960281372,-1.9249012470245361,-0.4591035544872284,1.327185869216919,-4.18204927444458,blues
blues.00012.au,0.2804882526397705,1494.244876632691,1615.8625426454682,2887.89730912848,0.07884665929524362,184.5703125,-211.42054748535156,123.9597396850586,-19.185291290283203,64.34671020507812,0.93597811460495,13.233858108520508,2.3975276947021484,1.9200668334960938,-19.704145431518555,9.544010162353516,-3.086451530456543,-0.8853570222854614,-0.24004828929901123,4.3382134437561035,-5.224966049194336,-7.365248203277588,-5.727281093597412,-3.4616730213165283,-3.9460675716400146,-6.354449272155762,blues
blues.00013.au,0.2955808937549591,1322.8902356617532,1868.1482707350058,2815.079110625725,0.04871823339617169,107.666015625,-206.6595458984375,129.79806518554688,9.218066215515137,48.432613372802734,2.1820406913757324,16.84145164489746,-3.385594606399536,10.55955696105957,-24.434581756591797,13.464066505432129,-5.51154088973999,-0.1788700371980667,-5.290729522705078,11.717309951782227,-1.5809742212295532,0.0937153771519661,-3.8859918117523193,-0.44956278800964355,-1.6217291355133057,-3.605760097503662,blues
blues.00014.au,0.26833048462867737,1029.9061261488073,1651.0577083261192,1917.853986912703,0.03908855677204176,151.99908088235293,-317.8371276855469,122.16455841064453,20.659793853759766,39.88888168334961,19.728984832763672,12.603182792663574,7.193136215209961,2.9928457736968994,-8.948237419128418,9.736888885498047,5.849610328674316,0.25286316871643066,5.829108715057373,9.726995468139648,4.044051647186279,3.298163652420044,3.988203763961792,-3.1171441078186035,-1.8737586736679077,-4.275455951690674,blues
blues.00015.au,0.2798558473587036,1517.8916036073786,1809.6471429046528,3052.119208599188,0.07067956061484919,99.38401442307692,-252.85275268554688,114.69143676757812,-7.989998817443848,47.751468658447266,7.843493938446045,19.04425048828125,0.5990272760391235,10.830301284790039,-19.628252029418945,14.781661033630371,3.1505157947540283,2.954343318939209,-2.250647783279419,6.1361002922058105,-8.659266471862793,-3.2867603302001953,-4.91357421875,-4.880321025848389,0.23837004601955414,-1.1957600116729736,blues
blues.00016.au,0.3116965889930725,1471.2104918545624,1792.4644346793293,2934.111260150812,0.06601993003190255,99.38401442307692,-224.0669403076172,125.64794921875,-10.141318321228027,42.270591735839844,1.7150918245315552,20.059656143188477,-7.2419562339782715,8.94363021850586,-17.23161506652832,21.288877487182617,0.3116922378540039,4.586674690246582,-3.207993984222412,10.213873863220215,-2.434818983078003,-3.8682258129119873,-8.071863174438477,0.0070692445151507854,0.07128977030515671,-2.856973171234131,blues
blues.00017.au,0.30473169684410095,1135.9501502763721,1445.2781454826973,2281.9699599405453,0.050082248767401395,161.4990234375,-234.91407775878906,138.1083984375,-4.238265037536621,63.7097282409668,17.701330184936523,10.061613082885742,1.5308785438537598,2.8785009384155273,-14.581061363220215,7.442570209503174,6.417344093322754,-4.037739276885986,0.6237691044807434,4.781532287597656,-4.098787784576416,-5.414273738861084,-4.379680633544922,-2.88490891456604,-0.4140617847442627,-3.4436557292938232,blues
blues.00018.au,0.29961448907852173,1628.3711864915274,2111.566941163232,3714.902207801624,0.060012144721577725,135.99917763157896,-254.1780548095703,103.33767700195312,9.00362491607666,52.77264404296875,7.600877285003662,28.00669288635254,-3.4112987518310547,13.061846733093262,-18.26329231262207,20.016809463500977,-3.192110061645508,3.124101400375366,-5.484504222869873,9.17631721496582,-1.8375575542449951,1.228363275527954,-6.120116233825684,0.6554279923439026,1.7914084196090698,-0.8238691687583923,blues
blues.00019.au,0.2427816540002823,1114.2885634617614,1460.4331067566109,2072.40842743982,0.05277289370649652,123.046875,-253.752685546875,142.4814910888672,-3.326660394668579,52.26730728149414,5.529428958892822,14.285224914550781,-1.8309253454208374,-4.046340465545654,-16.809066772460938,12.533638954162598,-2.8196346759796143,3.269949197769165,2.0158333778381348,6.4478020668029785,0.6244076490402222,-6.766760349273682,-7.267672061920166,-2.6309614181518555,-5.0111308097839355,-5.0537028312683105,blues
blues.00020.au,0.2840283513069153,1335.547897645666,1871.6929321664552,2817.402298433875,0.05046743583236659,135.99917763157896,-232.822998046875,132.91041564941406,3.9003655910491943,40.14148712158203,2.928546667098999,19.44086265563965,-10.3239107131958,9.363018989562988,-21.205408096313477,13.764287948608398,-5.059088230133057,3.8646061420440674,-4.841374397277832,10.358067512512207,-7.237817764282227,-4.803176403045654,-6.159168243408203,-3.512014389038086,-0.6077466011047363,2.9621410369873047,blues
blues.00021.au,0.2844822406768799,1102.0848521667415,1541.266131649969,1978.1819283823957,0.05063850420533643,99.38401442307692,-277.8325500488281,131.0267333984375,10.91648006439209,50.94868469238281,11.974668502807617,20.439746856689453,-0.47353169322013855,-1.8279242515563965,-18.442218780517578,15.602828979492188,4.742734909057617,0.003873501904308796,-0.5737537145614624,7.424067497253418,0.818260908126831,-3.5257973670959473,-4.634305000305176,2.4461145401000977,7.185758590698242,-0.04729640483856201,blues
blues.00022.au,0.33606281876564026,1047.4478201728882,1456.2267608906452,1832.3956482924884,0.04842254567865429,95.703125,-247.18017578125,140.05711364746094,9.069275856018066,45.305503845214844,14.845413208007812,17.065969467163086,7.130549907684326,4.352344036102295,-10.088407516479492,16.913297653198242,5.816929817199707,-3.448634147644043,2.218940019607544,4.74225378036499,-0.38001593947410583,-3.013657808303833,-4.884830951690674,-3.000666618347168,2.930171489715576,-1.2630122900009155,blues
blues.00023.au,0.28932812809944153,1208.1140102225952,1428.4882359684273,2406.6227251305104,0.05650807533352668,95.703125,-206.81393432617188,143.0950469970703,-20.98016357421875,62.636253356933594,5.071823596954346,12.200972557067871,-0.5061624050140381,-4.8719658851623535,-10.712645530700684,-2.5830934047698975,-3.4414255619049072,-11.425570487976074,-12.959930419921875,3.325944662094116,3.288734197616577,-1.04059898853302,-3.897862434387207,-1.9719135761260986,6.702084541320801,-5.032139301300049,blues
blues.00024.au,0.23749156296253204,1071.7900099720619,1347.1313169913165,2106.3569460556846,0.04925522948085847,103.359375,-261.9260559082031,136.78128051757812,-11.957440376281738,64.44739532470703,12.9510498046875,10.103644371032715,7.741605758666992,1.5521118640899658,-1.8049863576889038,-2.5847525596618652,6.996656894683838,-1.340773105621338,-4.272860050201416,-1.0798643827438354,1.3744230270385742,-1.3555729389190674,-13.275221824645996,-7.11328125,0.4701956510543823,-3.402604818344116,blues
blues.00025.au,0.2809872627258301,1022.9748334471999,1417.740836904504,2068.2866426189094,0.04380483251160093,172.265625,-251.63018798828125,132.7202911376953,3.342289686203003,67.16210174560547,20.533296585083008,8.041657447814941,8.447001457214355,-1.4465224742889404,0.010965723544359207,-0.4001598060131073,-0.7558770179748535,-2.8541035652160645,-2.2262399196624756,6.215412616729736,8.382052421569824,-2.802558660507202,-5.618619918823242,-5.804088115692139,-2.521373748779297,-1.2460076808929443,blues
blues.00026.au,0.27708229422569275,1229.4290376322433,1568.2068548223588,2533.4987560723607,0.05168190799013921,83.35433467741936,-300.35662841796875,121.86170959472656,-9.879384994506836,67.38381958007812,12.015165328979492,18.303619384765625,5.2247724533081055,10.83547306060791,-1.3277610540390015,9.128883361816406,3.9309403896331787,-5.517545223236084,0.29029539227485657,1.6452724933624268,1.1259695291519165,-3.011113166809082,-8.59140396118164,-4.015058994293213,4.089345455169678,4.44887638092041,blues
blues.00027.au,0.30673179030418396,1353.9547692024453,1554.438591854372,2843.8816433439674,0.0677974550464037,95.703125,-243.59471130371094,132.65708923339844,-16.155595779418945,80.14586639404297,-3.1519076824188232,12.052727699279785,-1.5735464096069336,5.992321968078613,-9.440187454223633,-5.710686206817627,-5.744934558868408,-2.8086612224578857,0.03919009491801262,3.9924111366271973,-2.812777042388916,2.2258031368255615,-7.331726551055908,-11.52418327331543,3.1135566234588623,1.6169182062149048,blues
blues.00028.au,0.2624776065349579,1059.3471792598648,1318.8594848466073,2039.7588955553945,0.05101802675464037,103.359375,-244.17169189453125,144.31663513183594,-17.85810089111328,46.421112060546875,19.919410705566406,12.846653938293457,5.655508041381836,5.800891876220703,-9.004494667053223,-4.177119731903076,-1.4234262704849243,-4.019537448883057,-3.789703369140625,-5.02614688873291,1.663770079612732,-4.428274154663086,-13.152255058288574,-6.980974197387695,1.2432810068130493,-3.277573347091675,blues
blues.00029.au,0.2752434015274048,1556.4796005209844,2156.113931688093,3579.9075097882833,0.0484361405162413,129.19921875,-243.63807678222656,102.32058715820312,18.036602020263672,24.73806381225586,3.768402576446533,25.42542266845703,-19.033315658569336,11.505664825439453,-20.210865020751953,4.102304458618164,-25.677108764648438,-7.444692611694336,-5.465700149536133,-0.27411553263664246,-4.999811172485352,-6.29549503326416,-8.500173568725586,-3.373030662536621,-8.373800277709961,-15.084335327148438,blues
blues.00030.au,0.2741895318031311,1425.174996922276,1940.9376015555067,3035.2823421186195,0.04462732018561485,143.5546875,-206.780517578125,118.64073944091797,18.362104415893555,25.73412322998047,-1.233293056488037,20.2081241607666,-23.052181243896484,17.907676696777344,-24.068681716918945,-0.5392078161239624,-17.232372283935547,-7.904618740081787,-17.982072830200195,-9.194504737854004,-9.991994857788086,-15.050762176513672,-17.1219482421875,-12.052510261535645,-11.728986740112305,-15.659873008728027,blues
blues.00031.au,0.25655925273895264,1451.078530428529,2115.0337889830903,3387.957239704176,0.04305711644431554,151.99908088235293,-211.54434204101562,108.80831146240234,20.698081970214844,29.381418228149414,1.4073486328125,23.865863800048828,-27.801929473876953,12.030989646911621,-27.383193969726562,-4.51790189743042,-29.05977439880371,-14.710969924926758,-12.45931339263916,-1.085096001625061,-8.819693565368652,-5.807066440582275,-16.01802635192871,-15.020532608032227,-13.76061725616455,-15.60976791381836,blues
blues.00032.au,0.26804354786872864,1038.2690142277304,1704.7289609406341,1867.3683679850637,0.028929814385150812,129.19921875,-287.3495788574219,117.93359375,20.266178131103516,23.80122947692871,4.595498085021973,25.06521224975586,-6.241981506347656,14.969369888305664,-11.694856643676758,0.30771687626838684,-13.319403648376465,-3.778087854385376,-6.099422454833984,-1.0764240026474,-5.624913215637207,-13.987074851989746,-10.229698181152344,-11.538237571716309,-16.677183151245117,-19.077199935913086,blues
blues.00033.au,0.26162102818489075,1360.8082844719825,1981.770530291491,2901.1120010694603,0.04021126377610209,107.666015625,-246.46371459960938,109.90987396240234,36.33884048461914,33.965476989746094,1.2341060638427734,27.615652084350586,-18.563322067260742,13.616188049316406,-23.0511531829834,-4.5183587074279785,-28.881921768188477,-11.586563110351562,-18.23487091064453,-7.672171115875244,-13.608382225036621,-13.881755828857422,-12.438669204711914,-6.179865837097168,-11.197216987609863,-12.021849632263184,blues
blues.00034.au,0.2588634788990021,1480.1768455851566,2117.732460133484,3320.8096178944315,0.04285319388051044,129.19921875,-237.6468963623047,106.53885650634766,17.76067352294922,24.630878448486328,-4.2105302810668945,28.452341079711914,-15.081655502319336,18.444713592529297,-26.362470626831055,5.643024921417236,-19.798309326171875,-10.681973457336426,-15.515069007873535,-5.978990077972412,-4.999050617218018,-4.9187164306640625,-14.632885932922363,-5.945052623748779,-8.182558059692383,-13.691031455993652,blues
blues.00035.au,0.25695309042930603,1543.0744594983917,2067.2669674404315,3298.8267655162413,0.04831152117169374,129.19921875,-171.20494079589844,118.43596649169922,12.30532455444336,20.677032470703125,-11.254039764404297,27.148786544799805,-23.971195220947266,18.468488693237305,-23.780288696289062,1.2244391441345215,-19.9860897064209,-2.7289109230041504,-18.051206588745117,-8.367526054382324,-15.160172462463379,-10.531571388244629,-9.70875358581543,-8.028340339660645,-16.390907287597656,-21.443336486816406,blues
blues.00036.au,0.24499088525772095,1298.6518929659078,1943.6422138658227,2778.0829692937937,0.03707312209976798,117.45383522727273,-199.18411254882812,115.73944854736328,17.438459396362305,26.14537811279297,0.5378334522247314,25.536792755126953,-21.368621826171875,11.04606819152832,-26.203594207763672,-5.243731498718262,-26.02297592163086,-11.634014129638672,-16.895374298095703,-6.477102279663086,-12.003629684448242,-12.30497932434082,-13.938486099243164,-6.907676696777344,-16.3983154296875,-10.196869850158691,blues
blues.00037.au,0.2371136099100113,1251.363396384564,1678.5892085285489,2512.5401047708815,0.0526358124274942,123.046875,-345.0355224609375,95.58575439453125,18.719282150268555,25.196731567382812,6.766933441162109,22.307506561279297,-4.936699390411377,11.01894474029541,-9.754449844360352,-0.6693349480628967,-11.142029762268066,-6.683837890625,-5.575830459594727,-5.692888259887695,-4.363770008087158,-3.565948486328125,-6.83553409576416,-7.4046101570129395,-5.5540666580200195,-2.153322696685791,blues
blues.00038.au,0.25608348846435547,1503.5737984057548,2136.7223834815923,3481.8839725928074,0.04409145700406032,129.19921875,-201.6020050048828,110.62239837646484,20.798818588256836,25.78817367553711,0.8544583916664124,20.494871139526367,-25.432411193847656,18.534770965576172,-18.041179656982422,5.129537105560303,-26.28333282470703,-7.546392440795898,-19.326066970825195,-7.371525764465332,-14.58250617980957,-11.932422637939453,-16.267894744873047,-8.513644218444824,-13.257502555847168,-20.627044677734375,blues
blues.00039.au,0.2367832511663437,871.6351083549449,1418.794843207993,1432.1078908968968,0.030944116154292343,112.34714673913044,-336.6014099121094,124.54685974121094,22.304582595825195,15.300894737243652,11.086257934570312,18.23969841003418,-6.583710670471191,-2.2946159839630127,-16.185827255249023,-13.69664478302002,-17.27495574951172,-15.141125679016113,-20.387434005737305,-14.925064086914062,-12.936168670654297,-11.64286994934082,-4.590500831604004,-2.995084285736084,-6.186422824859619,-3.0687129497528076,blues
blues.00040.au,0.381261944770813,2343.6889158609047,2384.9905828515207,5214.407525648927,0.10337741081786543,117.45383522727273,-106.25371551513672,90.68177032470703,-3.3028697967529297,71.8211898803711,-13.836676597595215,38.75685501098633,-14.58540153503418,20.67978286743164,-19.181135177612305,17.074975967407227,-21.433185577392578,6.682320594787598,-8.353818893432617,7.407094955444336,-17.430198669433594,6.417726516723633,-6.0681233406066895,-5.075332164764404,-7.2684197425842285,1.3275264501571655,blues
blues.00041.au,0.38933542370796204,2446.268635349374,2491.5946046088497,5488.368823412123,0.10325958889211137,123.046875,-108.15650177001953,86.78018951416016,-2.776547431945801,54.8905143737793,-6.9638471603393555,40.52852249145508,-5.708448886871338,27.018278121948242,-19.25119400024414,16.49506187438965,-17.19576072692871,12.707869529724121,-2.8021085262298584,4.380425453186035,-17.30033302307129,12.746564865112305,-7.005539894104004,-3.971721649169922,-7.417882442474365,1.6654040813446045,blues
blues.00042.au,0.40405353903770447,2416.929135880322,2396.6592211035477,5354.448287503626,0.11186851979408352,89.10290948275862,-153.21531677246094,67.74969482421875,-3.96964955329895,78.9795150756836,2.985348701477051,45.45574951171875,-6.905848979949951,34.01088333129883,-9.51429271697998,8.386295318603516,-23.532310485839844,10.395288467407227,-1.4177346229553223,7.136530876159668,-12.379683494567871,13.095560073852539,-3.3769564628601074,-7.575289249420166,-6.108584403991699,5.520036697387695,blues
blues.00043.au,0.40405187010765076,2129.96367036734,2350.316755353239,4922.085550047129,0.0861300935324826,129.19921875,-107.12496948242188,102.5300521850586,-9.109408378601074,45.444786071777344,-8.27202033996582,39.54776382446289,-6.201918601989746,29.196622848510742,-18.142606735229492,11.401826858520508,-23.920669555664062,6.842502117156982,-9.152853965759277,4.821929931640625,-15.4048433303833,1.7475827932357788,-7.158930778503418,1.0752044916152954,-4.83213996887207,3.405019760131836,blues
blues.00044.au,0.35511717200279236,2238.2208557224303,2426.8253525817145,5252.952458852958,0.08364110535092807,135.99917763157896,-119.50223541259766,86.8497314453125,3.1354894638061523,69.06497192382812,-8.70466136932373,41.146209716796875,-8.746644973754883,26.978679656982422,-15.298014640808105,9.028470039367676,-20.990093231201172,10.476327896118164,-6.248277187347412,2.4311025142669678,-11.898965835571289,12.999794006347656,0.43628832697868347,0.23472535610198975,-3.59485125541687,4.018334865570068,blues
blues.00045.au,0.4157600700855255,1757.5833719786335,2311.259198140053,4610.8783058113395,0.046805892908932716,129.19921875,-165.76202392578125,88.25811767578125,12.506020545959473,81.82347869873047,3.540092945098877,40.48086929321289,-5.625572204589844,28.351703643798828,-13.084498405456543,4.0270609855651855,-20.932966232299805,7.636252403259277,-3.800633192062378,-1.4702916145324707,-18.798660278320312,4.327425003051758,-8.545364379882812,-8.026092529296875,-7.412905216217041,2.9240305423736572,blues
blues.00046.au,0.38626402616500854,1848.326827017961,2346.7184169142183,4656.7425296367455,0.05212260730858469,123.046875,-188.30133056640625,90.8020248413086,15.843613624572754,70.58883666992188,3.910057783126831,39.47343444824219,-5.02375602722168,26.148210525512695,-13.627692222595215,4.068085670471191,-16.503795623779297,7.163517951965332,-6.603930473327637,-1.5059159994125366,-15.91704273223877,7.04553747177124,-5.312777042388916,-3.1269774436950684,-5.225470542907715,6.680881500244141,blues
blues.00047.au,0.36799532175064087,2030.2869162168683,2325.185758196338,4945.292447614559,0.07457221577726218,143.5546875,-148.25228881835938,94.65568542480469,5.890163898468018,75.29917907714844,-9.766404151916504,36.73325729370117,-10.654788970947266,18.211240768432617,-22.53377342224121,-1.8965836763381958,-22.87911033630371,9.214219093322754,-5.840391159057617,-2.7806966304779053,-11.703367233276367,11.087133407592773,-6.871632099151611,-1.2798409461975098,5.06341028213501,6.3873114585876465,blues
blues.00048.au,0.3807195723056793,2158.6938459124135,2236.895448997824,4753.3921385585845,0.09874496991009281,117.45383522727273,-106.5428695678711,102.36653137207031,-18.830238342285156,58.144287109375,-9.427631378173828,34.588706970214844,-16.360210418701172,25.067724227905273,-15.555469512939453,15.683109283447266,-20.193464279174805,7.9021759033203125,-9.371665000915527,5.027566909790039,-12.824176788330078,2.531712293624878,-7.478876113891602,0.8139280080795288,-0.8001837730407715,-1.0095081329345703,blues
blues.00049.au,0.28855034708976746,1363.1022317151262,1886.2266063678055,3153.939783932715,0.04613634715777262,129.19921875,-253.2011260986328,110.74251556396484,14.203462600708008,68.67189025878906,1.9107855558395386,40.17147445678711,-6.777768611907959,7.2199225425720215,-8.652360916137695,-1.7979352474212646,-23.28703498840332,-5.651363849639893,-6.948365688323975,-13.794604301452637,-12.095940589904785,3.3514394760131836,-10.899577140808105,-9.999268531799316,-2.1779134273529053,0.6894795894622803,blues
blues.00050.au,0.3747922480106354,2076.434899986992,2230.5905050335473,4567.512133392546,0.08898727523201856,135.99917763157896,-89.09292602539062,96.1805648803711,-16.15355682373047,62.110965728759766,1.862316608428955,35.0088996887207,-9.36017894744873,18.01197052001953,-15.308116912841797,16.383953094482422,-12.418631553649902,13.184869766235352,-12.873173713684082,3.098139762878418,-8.562420845031738,3.403719663619995,-9.41389274597168,0.5071233510971069,-4.85075569152832,4.767010688781738,blues
blues.00051.au,0.40439414978027344,1930.1119310001109,1889.1096846547553,3806.830499564965,0.10635014863689095,99.38401442307692,-59.219337463378906,116.83088684082031,-38.81495666503906,66.88418579101562,-4.224154949188232,14.961931228637695,-15.687776565551758,17.667041778564453,-11.604280471801758,18.36236572265625,-8.377806663513184,11.127784729003906,-15.636743545532227,4.9001946449279785,-6.582184314727783,9.618162155151367,-3.252603769302368,3.8186776638031006,-5.7473015785217285,-1.3341636657714844,blues
blues.00052.au,0.32796618342399597,1489.793519765557,1675.0282323344734,3125.6368614957946,0.06832085629350348,143.5546875,-235.0126953125,115.63268280029297,-16.31918716430664,67.32210540771484,12.3438720703125,18.15625,10.123902320861816,9.235974311828613,-1.019940733909607,11.939201354980469,2.411616325378418,4.413323402404785,-5.9740376472473145,-8.92303466796875,-4.995725631713867,-1.4054226875305176,-2.7440552711486816,-2.362888813018799,-2.1250131130218506,4.322988986968994,blues
blues.00053.au,0.4060797691345215,2140.9500684516474,1903.2121738832811,4136.473363181554,0.1314552820475638,99.38401442307692,-81.27822875976562,107.0915298461914,-47.051143646240234,63.71452331542969,-7.246791839599609,21.17190170288086,-11.22134017944336,16.245704650878906,-11.005170822143555,13.809478759765625,-3.2778661251068115,14.249698638916016,-8.543185234069824,1.2948428392410278,-2.7815184593200684,6.00075101852417,-3.691019058227539,-0.7178454995155334,-3.619101047515869,0.5593780279159546,blues
blues.00054.au,0.4513741433620453,1998.7314547062763,2016.852265609453,4114.290666690836,0.09690286941705337,89.10290948275862,-62.113243103027344,109.69400024414062,-32.874732971191406,64.86390686035156,0.44573476910591125,29.46477508544922,-14.765151023864746,22.07033348083496,-12.433491706848145,15.904253959655762,-6.163197994232178,14.119906425476074,-11.6572904586792,4.724748611450195,-7.7635321617126465,3.2242441177368164,-8.89035415649414,0.2395884394645691,-6.1809539794921875,-3.273770809173584,blues
blues.00055.au,0.39537903666496277,2177.8284116842538,1925.699342986957,4031.15551587877,0.14651722919083526,135.99917763157896,-92.03163146972656,97.98985290527344,-40.718711853027344,68.6017074584961,-6.0756425857543945,15.985797882080078,-4.745495319366455,14.86588191986084,-12.997391700744629,23.92749786376953,-7.358310222625732,8.75012493133545,-14.358505249023438,-2.2888660430908203,-5.343632698059082,8.546982765197754,-1.2586513757705688,2.884777069091797,-5.012221813201904,4.181457996368408,blues
blues.00056.au,0.3919619023799896,1796.0167813732285,2136.3557349976854,4008.922858359919,0.06760032990139211,161.4990234375,-156.25115966796875,97.24882507324219,-4.522284984588623,57.078468322753906,7.239620208740234,30.601648330688477,-0.6805607080459595,19.286441802978516,-10.696293830871582,16.72879981994629,-6.627122402191162,6.876470565795898,-10.398764610290527,-0.6395651698112488,-8.504329681396484,2.5699398517608643,-7.610922336578369,-1.3364694118499756,-1.5668307542800903,-4.452540874481201,blues
